<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2023.04.07,17:00:00,1.08989,1.0915,1.08987,1.09149,1591
2023.04.07,18:00:00,1.0915,1.09156,1.09057,1.09121,935
2023.04.07,19:00:00,1.0912,1.0913,1.09088,1.091,792
2023.04.07,20:00:00,1.09094,1.09104,1.09079,1.09081,396
2023.04.07,21:00:00,1.09082,1.09096,1.09031,1.09074,1044
2023.04.07,22:00:00,1.09075,1.09082,1.09002,1.09042,419
2023.04.07,23:00:00,1.09057,1.09096,1.08973,1.08984,279
2023.04.10,0:00:00,1.09002,1.09032,1.08964,1.08995,199
2023.04.10,1:00:00,1.08994,1.09114,1.08994,1.09092,1216
2023.04.10,2:00:00,1.09094,1.09135,1.09063,1.0913,960
2023.04.10,3:00:00,1.09134,1.09147,1.09034,1.09034,2312
2023.04.10,4:00:00,1.09035,1.09068,1.08974,1.09005,1990
2023.04.10,5:00:00,1.09005,1.09029,1.08983,1.08985,1351
2023.04.10,6:00:00,1.08985,1.09016,1.08967,1.08991,946
2023.04.10,7:00:00,1.08991,1.09008,1.08947,1.08964,1252
2023.04.10,8:00:00,1.08964,1.08998,1.0891,1.08994,1359
2023.04.10,9:00:00,1.08995,1.09055,1.08954,1.0905,1312
2023.04.10,10:00:00,1.09051,1.0917,1.09043,1.09168,1915
2023.04.10,11:00:00,1.09168,1.09173,1.09088,1.0912,1278
2023.04.10,12:00:00,1.0912,1.09167,1.09045,1.09061,1552
2023.04.10,13:00:00,1.09062,1.09111,1.0905,1.09062,1248
2023.04.10,14:00:00,1.09063,1.09084,1.08864,1.0889,2661
2023.04.10,15:00:00,1.0889,1.08916,1.08471,1.0849,5847
2023.04.10,16:00:00,1.08489,1.08574,1.08382,1.08383,4721
2023.04.10,17:00:00,1.08384,1.08441,1.08313,1.08384,3376
2023.04.10,18:00:00,1.08385,1.08478,1.08373,1.08392,2596
2023.04.10,19:00:00,1.08392,1.08524,1.08381,1.08477,1257
2023.04.10,20:00:00,1.0848,1.08573,1.0848,1.08558,1752
2023.04.10,21:00:00,1.08561,1.08596,1.08538,1.08592,1476
2023.04.10,22:00:00,1.08591,1.08632,1.08552,1.0863,1807
2023.04.10,23:00:00,1.0863,1.08632,1.08593,1.08613,648
2023.04.11,0:00:00,1.08601,1.0861,1.08565,1.08577,2761
2023.04.11,1:00:00,1.08576,1.08654,1.08576,1.08645,823
2023.04.11,2:00:00,1.08649,1.08701,1.08634,1.08687,625
2023.04.11,3:00:00,1.08688,1.08789,1.08687,1.08776,1996
2023.04.11,4:00:00,1.08777,1.0879,1.0867,1.08784,2761
2023.04.11,5:00:00,1.08783,1.08854,1.08777,1.08826,2097
2023.04.11,6:00:00,1.08825,1.08878,1.08796,1.08816,1653
2023.04.11,7:00:00,1.08816,1.08859,1.0881,1.08826,1312
2023.04.11,8:00:00,1.08825,1.08946,1.08825,1.08944,2337
2023.04.11,9:00:00,1.08944,1.08976,1.0881,1.08842,3123
2023.04.11,10:00:00,1.08843,1.09046,1.08834,1.08956,4575
2023.04.11,11:00:00,1.08954,1.09103,1.08945,1.0907,3106
2023.04.11,12:00:00,1.0907,1.092,1.09065,1.0913,3330
2023.04.11,13:00:00,1.0913,1.09268,1.09085,1.09229,2970
2023.04.11,14:00:00,1.09228,1.09242,1.0905,1.0905,3069
2023.04.11,15:00:00,1.09048,1.09182,1.09022,1.09121,3619
2023.04.11,16:00:00,1.09121,1.09243,1.09074,1.09214,4404
2023.04.11,17:00:00,1.09215,1.09282,1.0911,1.09112,3868
2023.04.11,18:00:00,1.09112,1.09162,1.09033,1.09047,2956
2023.04.11,19:00:00,1.09048,1.09069,1.08974,1.08989,2069
2023.04.11,20:00:00,1.08989,1.09108,1.08962,1.09105,1548
2023.04.11,21:00:00,1.09106,1.09119,1.09041,1.09075,1302
2023.04.11,22:00:00,1.09079,1.0917,1.09075,1.09142,1271
2023.04.11,23:00:00,1.09142,1.09157,1.09121,1.09131,455
2023.04.12,0:00:00,1.09099,1.09131,1.09078,1.09111,238
2023.04.12,1:00:00,1.09111,1.09175,1.09111,1.09166,653
2023.04.12,2:00:00,1.09166,1.09173,1.09144,1.0916,772
2023.04.12,3:00:00,1.09165,1.09277,1.09147,1.09253,1508
2023.04.12,4:00:00,1.09253,1.09288,1.09213,1.09261,2036
2023.04.12,5:00:00,1.0926,1.09274,1.09169,1.0919,1873
2023.04.12,6:00:00,1.0919,1.09255,1.09165,1.09243,1316
2023.04.12,7:00:00,1.09242,1.09287,1.09225,1.09256,911
2023.04.12,8:00:00,1.09256,1.09357,1.09253,1.09356,1064
2023.04.12,9:00:00,1.09357,1.09373,1.09161,1.09268,2935
2023.04.12,10:00:00,1.09267,1.09343,1.09195,1.09268,3668
2023.04.12,11:00:00,1.09266,1.09303,1.0918,1.09238,2841
2023.04.12,12:00:00,1.09235,1.09294,1.09207,1.0928,2121
2023.04.12,13:00:00,1.0928,1.09361,1.09246,1.09248,2073
2023.04.12,14:00:00,1.09248,1.09308,1.09211,1.09226,2291
2023.04.12,15:00:00,1.09225,1.099,1.09197,1.0964,8622
2023.04.12,16:00:00,1.09641,1.09881,1.09583,1.09744,7186
2023.04.12,17:00:00,1.09748,1.1,1.09724,1.09761,7336
2023.04.12,18:00:00,1.09761,1.09877,1.09701,1.09866,3833
2023.04.12,19:00:00,1.09867,1.09965,1.09851,1.09963,2021
2023.04.12,20:00:00,1.09962,1.09989,1.09926,1.09939,1661
2023.04.12,21:00:00,1.09938,1.10004,1.09894,1.09949,2564
2023.04.12,22:00:00,1.09948,1.09966,1.09867,1.09884,1798
2023.04.12,23:00:00,1.0989,1.09915,1.09864,1.09914,536
2023.04.13,0:00:00,1.09898,1.09907,1.09874,1.09906,143
2023.04.13,1:00:00,1.09906,1.09951,1.09892,1.09948,714
2023.04.13,2:00:00,1.09948,1.09995,1.09932,1.09965,826
2023.04.13,3:00:00,1.09966,1.10051,1.09879,1.10021,1892
2023.04.13,4:00:00,1.10022,1.10034,1.09942,1.09961,1836
2023.04.13,5:00:00,1.0996,1.09983,1.09925,1.09928,1287
2023.04.13,6:00:00,1.09928,1.09931,1.09838,1.09884,1237
2023.04.13,7:00:00,1.09883,1.09935,1.09882,1.099,759
2023.04.13,8:00:00,1.09898,1.09908,1.09832,1.09839,1042
2023.04.13,9:00:00,1.09839,1.09915,1.09766,1.09813,2251
2023.04.13,10:00:00,1.09813,1.10008,1.09811,1.09994,3708
2023.04.13,11:00:00,1.09994,1.10252,1.09994,1.10148,4421
2023.04.13,12:00:00,1.10148,1.10318,1.10107,1.10232,3125
2023.04.13,13:00:00,1.10233,1.10268,1.10131,1.10142,2742
2023.04.13,14:00:00,1.10141,1.10186,1.10084,1.10102,2526
2023.04.13,15:00:00,1.10102,1.10537,1.10084,1.10489,7231
2023.04.13,16:00:00,1.1049,1.10678,1.10434,1.10646,6465
2023.04.13,17:00:00,1.10646,1.10659,1.10446,1.10471,5405
2023.04.13,18:00:00,1.10472,1.10617,1.10462,1.1053,3305
2023.04.13,19:00:00,1.1053,1.10571,1.10477,1.10557,2036
2023.04.13,20:00:00,1.10559,1.10599,1.10504,1.10526,1864
2023.04.13,21:00:00,1.10527,1.10529,1.1044,1.10485,1514
2023.04.13,22:00:00,1.10485,1.10497,1.10444,1.10467,1279
2023.04.13,23:00:00,1.10467,1.10488,1.10462,1.10473,603
2023.04.14,0:00:00,1.1045,1.10474,1.10436,1.10448,243
2023.04.14,1:00:00,1.10445,1.1049,1.10444,1.10478,564
2023.04.14,2:00:00,1.10478,1.10517,1.10477,1.10517,672
2023.04.14,3:00:00,1.10518,1.1059,1.10487,1.10545,2062
2023.04.14,4:00:00,1.10545,1.10637,1.10531,1.10637,1533
2023.04.14,5:00:00,1.10637,1.10752,1.10631,1.10703,1888
2023.04.14,6:00:00,1.10703,1.10734,1.10663,1.10704,1523
2023.04.14,7:00:00,1.10703,1.10728,1.10678,1.10691,1254
2023.04.14,8:00:00,1.10692,1.10748,1.10621,1.10744,1971
2023.04.14,9:00:00,1.10745,1.10759,1.10632,1.1067,2653
2023.04.14,10:00:00,1.10665,1.10715,1.10596,1.10655,2878
2023.04.14,11:00:00,1.10655,1.10662,1.10539,1.10591,2638
2023.04.14,12:00:00,1.10591,1.10643,1.10555,1.10626,2289
2023.04.14,13:00:00,1.10626,1.10668,1.10563,1.10587,2381
2023.04.14,14:00:00,1.10587,1.10587,1.10478,1.1054,3057
2023.04.14,15:00:00,1.1054,1.1074,1.10186,1.10347,9262
2023.04.14,16:00:00,1.10342,1.10365,1.10186,1.10305,6539
2023.04.14,17:00:00,1.10303,1.10303,1.09963,1.10062,9031
2023.04.14,18:00:00,1.10063,1.10095,1.09752,1.09789,5481
2023.04.14,19:00:00,1.09789,1.09853,1.09724,1.09778,3079
2023.04.14,20:00:00,1.09778,1.09902,1.09754,1.09872,2418
2023.04.14,21:00:00,1.09873,1.0999,1.09872,1.09989,1963
2023.04.14,22:00:00,1.09989,1.09993,1.09922,1.09967,1550
2023.04.14,23:00:00,1.09963,1.09976,1.0993,1.09946,807
2023.04.17,0:00:00,1.09892,1.09943,1.09879,1.09913,239
2023.04.17,1:00:00,1.09913,1.09936,1.09853,1.09869,1177
2023.04.17,2:00:00,1.09869,1.09905,1.09833,1.09844,887
2023.04.17,3:00:00,1.09844,1.09915,1.09727,1.09727,1562
2023.04.17,4:00:00,1.09731,1.09759,1.09617,1.09712,2431
2023.04.17,5:00:00,1.09712,1.0982,1.0971,1.09808,1965
2023.04.17,6:00:00,1.09808,1.0981,1.09761,1.09763,1188
2023.04.17,7:00:00,1.09763,1.09848,1.09758,1.09846,1145
2023.04.17,8:00:00,1.09846,1.09947,1.09841,1.09889,1376
2023.04.17,9:00:00,1.09887,1.09936,1.09835,1.09868,2804
2023.04.17,10:00:00,1.09868,1.09998,1.09865,1.09921,3360
2023.04.17,11:00:00,1.0992,1.09934,1.09642,1.0965,3786
2023.04.17,12:00:00,1.0965,1.09849,1.09648,1.09806,3157
2023.04.17,13:00:00,1.09808,1.0985,1.09725,1.09817,2481
2023.04.17,14:00:00,1.09817,1.09844,1.09724,1.09769,2800
2023.04.17,15:00:00,1.0977,1.09845,1.09516,1.09537,4920
2023.04.17,16:00:00,1.09537,1.09571,1.09299,1.09322,6086
2023.04.17,17:00:00,1.09322,1.0936,1.09093,1.09143,6316
2023.04.17,18:00:00,1.09142,1.09241,1.09122,1.0914,4003
2023.04.17,19:00:00,1.09143,1.09181,1.09106,1.09119,2394
2023.04.17,20:00:00,1.09119,1.09257,1.09118,1.09239,1803
2023.04.17,21:00:00,1.09238,1.09274,1.09192,1.09259,1392
2023.04.17,22:00:00,1.09259,1.09313,1.09252,1.09311,1351
2023.04.17,23:00:00,1.09307,1.09307,1.0926,1.09287,590
2023.04.18,0:00:00,1.09227,1.09266,1.09227,1.09254,262
2023.04.18,1:00:00,1.09254,1.09287,1.09235,1.09241,527
2023.04.18,2:00:00,1.09241,1.09265,1.09237,1.09245,571
2023.04.18,3:00:00,1.09245,1.09291,1.09223,1.09252,1478
2023.04.18,4:00:00,1.09252,1.09345,1.09234,1.0933,2070
2023.04.18,5:00:00,1.09336,1.09361,1.0928,1.09339,2106
2023.04.18,6:00:00,1.09339,1.0939,1.0933,1.09357,1571
2023.04.18,7:00:00,1.09357,1.09379,1.09339,1.0937,842
2023.04.18,8:00:00,1.0937,1.09438,1.09344,1.09423,1179
2023.04.18,9:00:00,1.09424,1.09526,1.09352,1.09492,3411
2023.04.18,10:00:00,1.09487,1.09709,1.09469,1.09704,4149
2023.04.18,11:00:00,1.09704,1.09829,1.09666,1.09812,3520
2023.04.18,12:00:00,1.09812,1.0983,1.09705,1.09749,3281
2023.04.18,13:00:00,1.09749,1.098,1.09691,1.09777,2347
2023.04.18,14:00:00,1.09787,1.09787,1.09658,1.09664,3065
2023.04.18,15:00:00,1.09663,1.09782,1.09546,1.09558,4386
2023.04.18,16:00:00,1.09558,1.0965,1.0943,1.09578,5012
2023.04.18,17:00:00,1.09579,1.09712,1.09533,1.09623,5404
2023.04.18,18:00:00,1.09624,1.09665,1.09563,1.09573,3171
2023.04.18,19:00:00,1.09574,1.09704,1.09547,1.09703,2022
2023.04.18,20:00:00,1.09704,1.09713,1.09673,1.09684,1660
2023.04.18,21:00:00,1.09684,1.09744,1.09674,1.09713,1564
2023.04.18,22:00:00,1.09713,1.09749,1.09697,1.0971,1534
2023.04.18,23:00:00,1.09707,1.09735,1.097,1.09723,597
2023.04.19,0:00:00,1.09676,1.09714,1.09645,1.09706,1504
2023.04.19,1:00:00,1.09707,1.09752,1.09704,1.09736,1346
2023.04.19,2:00:00,1.09737,1.09766,1.09731,1.09749,733
2023.04.19,3:00:00,1.09751,1.09829,1.09738,1.09827,1613
2023.04.19,4:00:00,1.09826,1.0984,1.09684,1.09695,2056
2023.04.19,5:00:00,1.09696,1.0974,1.09649,1.09739,1739
2023.04.19,6:00:00,1.09739,1.09754,1.09699,1.09742,1012
2023.04.19,7:00:00,1.09743,1.09746,1.09674,1.09686,762
2023.04.19,8:00:00,1.09686,1.09704,1.09602,1.09611,1406
2023.04.19,9:00:00,1.09608,1.09705,1.09465,1.09562,5597
2023.04.19,10:00:00,1.09563,1.09725,1.09562,1.09627,4425
2023.04.19,11:00:00,1.09628,1.09632,1.09486,1.09554,3987
2023.04.19,12:00:00,1.09552,1.09633,1.09261,1.093,4635
2023.04.19,13:00:00,1.09302,1.09418,1.09272,1.09338,2889
2023.04.19,14:00:00,1.09338,1.09339,1.09174,1.09313,3473
2023.04.19,15:00:00,1.09312,1.09498,1.09274,1.09498,3872
2023.04.19,16:00:00,1.09498,1.09639,1.09474,1.09602,4452
2023.04.19,17:00:00,1.09602,1.09794,1.09571,1.09573,4899
2023.04.19,18:00:00,1.09574,1.09624,1.09512,1.09531,3284
2023.04.19,19:00:00,1.09531,1.09668,1.09519,1.09657,2309
2023.04.19,20:00:00,1.09658,1.09668,1.09543,1.09561,1914
2023.04.19,21:00:00,1.09563,1.09606,1.09518,1.09527,1944
2023.04.19,22:00:00,1.09527,1.0956,1.09518,1.0955,1297
2023.04.19,23:00:00,1.09549,1.09571,1.09516,1.09558,624
2023.04.20,0:00:00,1.09546,1.0958,1.0953,1.09556,703
2023.04.20,1:00:00,1.09556,1.0957,1.09513,1.09528,549
2023.04.20,2:00:00,1.09524,1.09531,1.0947,1.09516,664
2023.04.20,3:00:00,1.09517,1.09591,1.09508,1.09567,1488
2023.04.20,4:00:00,1.09566,1.09614,1.09495,1.09602,2083
2023.04.20,5:00:00,1.09599,1.09608,1.09523,1.0954,1543
2023.04.20,6:00:00,1.09539,1.09617,1.09531,1.09595,1194
2023.04.20,7:00:00,1.09595,1.09598,1.09553,1.09592,1030
2023.04.20,8:00:00,1.09592,1.09641,1.09553,1.0962,1189
2023.04.20,9:00:00,1.0962,1.09733,1.09601,1.09671,3057
2023.04.20,10:00:00,1.09671,1.09692,1.095,1.09613,4523
2023.04.20,11:00:00,1.09613,1.09785,1.09562,1.09714,4281
2023.04.20,12:00:00,1.09715,1.09733,1.09564,1.09618,3161
2023.04.20,13:00:00,1.09617,1.09784,1.09576,1.09711,2538
2023.04.20,14:00:00,1.09711,1.0975,1.09538,1.09549,2917
2023.04.20,15:00:00,1.09549,1.0985,1.09335,1.09777,7370
2023.04.20,16:00:00,1.09776,1.09818,1.09646,1.09726,5640
2023.04.20,17:00:00,1.09726,1.09898,1.09712,1.09795,5496
2023.04.20,18:00:00,1.09796,1.09807,1.09656,1.09695,3533
2023.04.20,19:00:00,1.09696,1.09721,1.09634,1.09673,2385
2023.04.20,20:00:00,1.09673,1.09708,1.09638,1.09703,1594
2023.04.20,21:00:00,1.09703,1.09727,1.09587,1.0965,1935
2023.04.20,22:00:00,1.0965,1.09656,1.09564,1.09635,2091
2023.04.20,23:00:00,1.09635,1.097,1.09632,1.09698,747
2023.04.21,0:00:00,1.09646,1.09707,1.09639,1.09682,392
2023.04.21,1:00:00,1.09687,1.09718,1.09669,1.09683,622
2023.04.21,2:00:00,1.09683,1.097,1.09658,1.09676,720
2023.04.21,3:00:00,1.09676,1.09724,1.09618,1.09702,1335
2023.04.21,4:00:00,1.09702,1.09732,1.09651,1.09652,1421
2023.04.21,5:00:00,1.09652,1.09704,1.09633,1.09652,1400
2023.04.21,6:00:00,1.09652,1.09666,1.09631,1.0964,892
2023.04.21,7:00:00,1.09639,1.09639,1.09587,1.09605,706
2023.04.21,8:00:00,1.09606,1.09613,1.09556,1.09608,1085
2023.04.21,9:00:00,1.09605,1.09638,1.09379,1.09419,3407
2023.04.21,10:00:00,1.09419,1.09578,1.09385,1.09565,4377
2023.04.21,11:00:00,1.09563,1.09722,1.09525,1.09596,4068
2023.04.21,12:00:00,1.09597,1.09622,1.09515,1.09548,2607
2023.04.21,13:00:00,1.09548,1.09714,1.0949,1.09652,2235
2023.04.21,14:00:00,1.09652,1.09857,1.09629,1.09815,3127
2023.04.21,15:00:00,1.09816,1.09902,1.09735,1.09882,3265
2023.04.21,16:00:00,1.09881,1.09938,1.09534,1.09558,6579
2023.04.21,17:00:00,1.09557,1.09794,1.09426,1.09721,6370
2023.04.21,18:00:00,1.09724,1.09798,1.09702,1.09721,3796
2023.04.21,19:00:00,1.09722,1.09799,1.09693,1.09792,2680
2023.04.21,20:00:00,1.09792,1.09811,1.09722,1.09807,1863
2023.04.21,21:00:00,1.09807,1.09879,1.0975,1.09767,1454
2023.04.21,22:00:00,1.09767,1.09903,1.09748,1.09903,1804
2023.04.21,23:00:00,1.09902,1.09928,1.0985,1.09894,976
2023.04.24,0:00:00,1.09888,1.09904,1.09866,1.09868,323
2023.04.24,1:00:00,1.09868,1.09933,1.09864,1.09926,541
2023.04.24,2:00:00,1.09926,1.09961,1.09913,1.09918,552
2023.04.24,3:00:00,1.09918,1.09949,1.09842,1.09948,1394
2023.04.24,4:00:00,1.09949,1.09949,1.09869,1.09874,1670
2023.04.24,5:00:00,1.09873,1.09908,1.09803,1.09811,1652
2023.04.24,6:00:00,1.09809,1.09848,1.09798,1.09816,1086
2023.04.24,7:00:00,1.09813,1.09827,1.09796,1.09805,855
2023.04.24,8:00:00,1.09805,1.09813,1.09726,1.09783,1381
2023.04.24,9:00:00,1.09783,1.09866,1.09732,1.09749,2697
2023.04.24,10:00:00,1.09749,1.09883,1.09659,1.09867,3360
2023.04.24,11:00:00,1.09867,1.10095,1.09839,1.10086,3628
2023.04.24,12:00:00,1.10086,1.10205,1.09995,1.10005,3489
2023.04.24,13:00:00,1.10004,1.10172,1.09991,1.10165,2910
2023.04.24,14:00:00,1.10165,1.10176,1.09991,1.10024,2510
2023.04.24,15:00:00,1.10023,1.10251,1.09994,1.10232,3049
2023.04.24,16:00:00,1.1023,1.10315,1.1013,1.1024,4434
2023.04.24,17:00:00,1.10237,1.1037,1.10207,1.10294,4537
2023.04.24,18:00:00,1.10294,1.10323,1.10206,1.1026,3228
2023.04.24,19:00:00,1.1026,1.10342,1.10249,1.1034,1878
2023.04.24,20:00:00,1.10341,1.10484,1.10336,1.10441,1730
2023.04.24,21:00:00,1.10441,1.10501,1.1042,1.10466,1430
2023.04.24,22:00:00,1.10466,1.1047,1.1042,1.10433,1084
2023.04.24,23:00:00,1.10434,1.10452,1.10433,1.10446,545
2023.04.25,0:00:00,1.10437,1.10479,1.1041,1.1046,1051
2023.04.25,1:00:00,1.10459,1.10519,1.10456,1.10509,509
2023.04.25,2:00:00,1.10512,1.10571,1.10494,1.1057,807
2023.04.25,3:00:00,1.10577,1.10666,1.10533,1.10592,1560
2023.04.25,4:00:00,1.10592,1.1067,1.10562,1.10569,1908
2023.04.25,5:00:00,1.10569,1.1057,1.10518,1.10538,1828
2023.04.25,6:00:00,1.10538,1.10569,1.10514,1.1053,1073
2023.04.25,7:00:00,1.1053,1.10588,1.10508,1.10513,1065
2023.04.25,8:00:00,1.10513,1.10544,1.10452,1.10492,1565
2023.04.25,9:00:00,1.10492,1.10565,1.10464,1.10516,3101
2023.04.25,10:00:00,1.10517,1.10517,1.10247,1.10329,5384
2023.04.25,11:00:00,1.10328,1.10412,1.10254,1.10397,3334
2023.04.25,12:00:00,1.10398,1.10441,1.10301,1.10305,2651
2023.04.25,13:00:00,1.10307,1.1036,1.10197,1.10207,2268
2023.04.25,14:00:00,1.10207,1.10238,1.10096,1.10169,2557
2023.04.25,15:00:00,1.10169,1.10294,1.10141,1.10173,3668
2023.04.25,16:00:00,1.10173,1.10188,1.09944,1.09988,4509
2023.04.25,17:00:00,1.09987,1.10038,1.09752,1.09769,6523
2023.04.25,18:00:00,1.09769,1.09875,1.09686,1.09687,3863
2023.04.25,19:00:00,1.09687,1.09735,1.09653,1.09681,2592
2023.04.25,20:00:00,1.09681,1.09728,1.09641,1.09687,2763
2023.04.25,21:00:00,1.09688,1.09738,1.09648,1.09724,2517
2023.04.25,22:00:00,1.09724,1.09763,1.09687,1.097,1713
2023.04.25,23:00:00,1.09703,1.09755,1.09696,1.09746,839
2023.04.26,0:00:00,1.09666,1.09752,1.09666,1.09737,765
2023.04.26,1:00:00,1.09725,1.09801,1.09721,1.09782,1297
2023.04.26,2:00:00,1.09781,1.09804,1.09728,1.09779,1031
2023.04.26,3:00:00,1.09779,1.09801,1.09719,1.09782,1809
2023.04.26,4:00:00,1.09783,1.09785,1.09683,1.09755,2298
2023.04.26,5:00:00,1.09755,1.09789,1.09726,1.09772,1725
2023.04.26,6:00:00,1.09772,1.09785,1.09737,1.09753,1133
2023.04.26,7:00:00,1.09753,1.09819,1.09723,1.09813,1007
2023.04.26,8:00:00,1.09813,1.09906,1.09799,1.09888,1694
2023.04.26,9:00:00,1.09887,1.10117,1.09848,1.10068,2994
2023.04.26,10:00:00,1.10067,1.1026,1.10042,1.10194,5189
2023.04.26,11:00:00,1.10194,1.10431,1.1016,1.10419,4468
2023.04.26,12:00:00,1.1042,1.10544,1.10369,1.10411,4363
2023.04.26,13:00:00,1.10411,1.10627,1.10388,1.10451,3645
2023.04.26,14:00:00,1.10451,1.10584,1.10313,1.10463,5792
2023.04.26,15:00:00,1.10462,1.10575,1.10357,1.10538,5090
2023.04.26,16:00:00,1.10538,1.10956,1.10482,1.10851,7378
2023.04.26,17:00:00,1.10852,1.1086,1.10419,1.10434,6659
2023.04.26,18:00:00,1.10434,1.10569,1.10364,1.10509,4747
2023.04.26,19:00:00,1.10509,1.10528,1.1033,1.10411,3262
2023.04.26,20:00:00,1.10411,1.10422,1.10348,1.10375,2263
2023.04.26,21:00:00,1.10376,1.10398,1.10324,1.10391,2399
2023.04.26,22:00:00,1.10388,1.1041,1.10325,1.10357,1899
2023.04.26,23:00:00,1.10356,1.10417,1.10352,1.10416,843
2023.04.27,0:00:00,1.10381,1.10413,1.10356,1.10401,675
2023.04.27,1:00:00,1.10408,1.10442,1.10352,1.10398,987
2023.04.27,2:00:00,1.10398,1.10464,1.10388,1.10452,756
2023.04.27,3:00:00,1.10452,1.10475,1.10409,1.10458,1789
2023.04.27,4:00:00,1.10456,1.10492,1.1039,1.10457,1868
2023.04.27,5:00:00,1.1046,1.10537,1.10428,1.1053,1520
2023.04.27,6:00:00,1.10529,1.10539,1.10457,1.10457,1160
2023.04.27,7:00:00,1.10456,1.1055,1.10456,1.10507,1148
2023.04.27,8:00:00,1.10507,1.10635,1.10499,1.10597,2054
2023.04.27,9:00:00,1.10597,1.10617,1.10489,1.1056,3041
2023.04.27,10:00:00,1.1056,1.10586,1.10401,1.10497,4375
2023.04.27,11:00:00,1.10496,1.10594,1.10414,1.1053,3081
2023.04.27,12:00:00,1.1053,1.10558,1.1034,1.1038,3001
2023.04.27,13:00:00,1.1038,1.10477,1.10346,1.10448,2512
2023.04.27,14:00:00,1.10448,1.10499,1.10308,1.10345,3352
2023.04.27,15:00:00,1.10344,1.10575,1.10007,1.10131,7738
2023.04.27,16:00:00,1.10134,1.10248,1.09922,1.101,7666
2023.04.27,17:00:00,1.101,1.10233,1.10051,1.10107,5775
2023.04.27,18:00:00,1.10106,1.10269,1.10061,1.10156,4166
2023.04.27,19:00:00,1.10157,1.10204,1.10072,1.10087,2292
2023.04.27,20:00:00,1.10087,1.10248,1.10055,1.10225,2121
2023.04.27,21:00:00,1.10225,1.10274,1.10188,1.1027,1482
2023.04.27,22:00:00,1.10269,1.10299,1.10227,1.10242,1741
2023.04.27,23:00:00,1.10242,1.10296,1.10233,1.10284,1027
2023.04.28,0:00:00,1.1026,1.10274,1.10218,1.10245,705
2023.04.28,1:00:00,1.10245,1.1029,1.10245,1.10266,880
2023.04.28,2:00:00,1.10267,1.10338,1.10266,1.10315,1120
2023.04.28,3:00:00,1.10315,1.10395,1.10301,1.10346,1979
2023.04.28,4:00:00,1.10346,1.10347,1.1025,1.10266,2735
2023.04.28,5:00:00,1.10265,1.10268,1.10155,1.1017,1998
2023.04.28,6:00:00,1.1017,1.10213,1.10124,1.10193,2471
2023.04.28,7:00:00,1.10193,1.1022,1.10082,1.10137,3451
2023.04.28,8:00:00,1.10137,1.10224,1.10057,1.10124,2599
2023.04.28,9:00:00,1.10124,1.10365,1.1006,1.10252,5239
2023.04.28,10:00:00,1.10251,1.10251,1.0994,1.10089,5606
2023.04.28,11:00:00,1.10087,1.10096,1.09768,1.09914,5352
2023.04.28,12:00:00,1.09914,1.09938,1.09818,1.09881,3414
2023.04.28,13:00:00,1.09881,1.09986,1.09824,1.0984,2967
2023.04.28,14:00:00,1.0984,1.09884,1.09725,1.0974,2488
2023.04.28,15:00:00,1.09739,1.09955,1.09624,1.09846,7600
2023.04.28,16:00:00,1.09846,1.10158,1.09827,1.09994,7106
2023.04.28,17:00:00,1.10009,1.10413,1.09908,1.1037,8382
2023.04.28,18:00:00,1.10368,1.1045,1.10289,1.10396,5839
2023.04.28,19:00:00,1.10396,1.10408,1.10283,1.10309,3125
2023.04.28,20:00:00,1.10309,1.10311,1.1022,1.10239,2200
2023.04.28,21:00:00,1.10239,1.1026,1.10154,1.10171,2336
2023.04.28,22:00:00,1.10173,1.1021,1.10121,1.10195,1794
2023.04.28,23:00:00,1.10195,1.10202,1.1014,1.10163,980
2023.05.01,0:00:00,1.10201,1.10219,1.10162,1.10181,526
2023.05.01,1:00:00,1.10181,1.10194,1.10106,1.10114,964
2023.05.01,2:00:00,1.10114,1.10135,1.101,1.10107,852
2023.05.01,3:00:00,1.10107,1.10144,1.10045,1.10055,1964
2023.05.01,4:00:00,1.10055,1.10085,1.1002,1.10039,1438
2023.05.01,5:00:00,1.10039,1.10081,1.10007,1.10081,1199
2023.05.01,6:00:00,1.10081,1.1014,1.10055,1.1014,1295
2023.05.01,7:00:00,1.1014,1.10144,1.10034,1.10064,1191
2023.05.01,8:00:00,1.10064,1.1009,1.1001,1.10061,1323
2023.05.01,9:00:00,1.1006,1.10067,1.09949,1.0998,2291
2023.05.01,10:00:00,1.09979,1.10059,1.09966,1.10035,2353
2023.05.01,11:00:00,1.10034,1.10034,1.09915,1.09922,2192
2023.05.01,12:00:00,1.09923,1.10046,1.09884,1.10033,1658
2023.05.01,13:00:00,1.10033,1.10096,1.09998,1.10089,1629
2023.05.01,14:00:00,1.10091,1.10142,1.10064,1.10134,1833
2023.05.01,15:00:00,1.10133,1.10339,1.10078,1.1033,3440
2023.05.01,16:00:00,1.1033,1.10357,1.10175,1.1018,3714
2023.05.01,17:00:00,1.10122,1.10128,1.09779,1.09816,7476
2023.05.01,18:00:00,1.09816,1.09822,1.09662,1.09694,4220
2023.05.01,19:00:00,1.09694,1.09716,1.09644,1.09676,2171
2023.05.01,20:00:00,1.09676,1.09722,1.09654,1.09721,1766
2023.05.01,21:00:00,1.09721,1.09757,1.09687,1.09695,1808
